task_id,task_name,arrival_time,execution_time,deadline,priority,cpu_req,memory_req,storage_req,data_transfer_size,task_type,dependencies,sla_critical
T4373,Task_4373,23,1,77,1,3,1226,522,482,data-intensive,,False
T4374,Task_4374,15,4,46,5,4,608,457,317,data-intensive,T2184,False
T4375,Task_4375,8,4,32,4,4,1793,271,461,data-intensive,,False
T4376,Task_4376,40,8,55,5,1,1745,275,11,computation,T1569,False
T4377,Task_4377,15,7,60,1,2,1977,535,224,computation,,False
T4378,Task_4378,28,4,75,3,4,1618,569,292,computation,,False
T4379,Task_4379,11,8,36,5,2,656,600,166,computation,"T3544,T3484",False
T4380,Task_4380,25,4,35,3,1,459,571,79,data-intensive,"T2589,T1811",False
T4381,Task_4381,35,7,24,2,2,1477,855,276,computation,"T1497,T1418",True
T4382,Task_4382,34,10,25,1,1,1109,599,185,data-intensive,,True
T4383,Task_4383,6,10,66,2,3,1219,328,235,computation,T3960,True
T4384,Task_4384,47,4,70,1,3,1058,944,192,IO-bound,"T2052,T203",False
T4385,Task_4385,15,2,60,4,1,783,798,205,data-intensive,,False
T4386,Task_4386,39,2,52,1,3,575,323,209,IO-bound,"T4039,T2647",True
T4387,Task_4387,5,2,56,4,2,646,606,165,IO-bound,T2724,False
T4388,Task_4388,7,4,45,4,2,944,619,153,computation,,True
T4389,Task_4389,44,7,29,5,4,1818,622,122,computation,,True
T4390,Task_4390,8,7,62,1,1,1832,841,274,computation,,True
T4391,Task_4391,24,10,32,4,3,756,760,240,data-intensive,,False
T4392,Task_4392,5,8,75,1,1,624,613,91,data-intensive,T1194,True
T4393,Task_4393,29,6,100,5,2,2029,608,144,IO-bound,,False
T4394,Task_4394,37,5,56,5,3,1162,548,248,computation,"T2370,T3491",True
T4395,Task_4395,4,8,56,1,4,1839,634,221,data-intensive,T408,True
T4396,Task_4396,14,5,99,4,1,1247,300,393,IO-bound,T986,True
T4397,Task_4397,37,2,39,4,2,621,924,280,data-intensive,T4340,False
T4398,Task_4398,27,5,36,1,3,1694,286,495,IO-bound,T1135,False
T4399,Task_4399,30,8,97,3,2,1409,285,345,data-intensive,T261,False
T4400,Task_4400,42,6,21,2,1,983,565,446,data-intensive,"T3547,T2758",False
T4401,Task_4401,22,2,37,5,4,1638,267,331,data-intensive,,True
T4402,Task_4402,32,5,73,3,1,659,584,229,data-intensive,,True
T4403,Task_4403,26,6,58,5,1,1486,435,96,IO-bound,T3675,False
T4404,Task_4404,7,7,87,5,1,798,693,334,computation,"T2044,T2203",True
T4405,Task_4405,4,8,25,5,4,2045,730,210,computation,"T4214,T4113",False
T4406,Task_4406,13,1,80,3,4,1594,498,392,data-intensive,"T3360,T2784",False
T4407,Task_4407,3,6,96,4,1,1528,997,262,IO-bound,T1369,False
T4408,Task_4408,4,4,74,2,2,802,778,171,data-intensive,T4297,True
T4409,Task_4409,8,10,23,5,4,1885,282,153,data-intensive,,False
T4410,Task_4410,48,3,81,4,4,746,929,430,computation,T1846,True
T4411,Task_4411,23,1,54,2,2,1371,656,267,IO-bound,T498,False
T4412,Task_4412,9,7,66,5,1,1075,399,93,IO-bound,,True
T4413,Task_4413,50,8,95,4,2,1126,803,172,IO-bound,T32,True
T4414,Task_4414,49,9,48,4,4,350,963,343,IO-bound,,False
T4415,Task_4415,6,10,60,4,1,1793,705,10,computation,T3652,False
T4416,Task_4416,33,5,71,1,1,1691,468,137,computation,,True
T4417,Task_4417,18,2,57,1,4,1732,787,145,computation,,False
T4418,Task_4418,29,9,40,1,2,848,269,106,IO-bound,,True
T4419,Task_4419,44,9,59,1,4,1734,631,136,computation,"T4411,T568",False
T4420,Task_4420,5,5,76,2,4,481,147,247,computation,T3612,False
T4421,Task_4421,6,3,76,3,4,1256,258,217,IO-bound,T3302,False
T4422,Task_4422,13,2,98,2,1,1530,750,9,computation,T2615,False
T4423,Task_4423,14,1,82,3,1,1263,928,19,data-intensive,T1220,False
T4424,Task_4424,42,2,29,1,2,1294,352,9,IO-bound,T44,False
T4425,Task_4425,2,8,24,2,1,1085,822,59,computation,"T2283,T1765",False
T4426,Task_4426,49,5,41,4,4,1701,116,179,data-intensive,T287,False
T4427,Task_4427,40,3,87,2,1,429,522,282,data-intensive,,False
T4428,Task_4428,38,5,95,3,4,341,424,126,computation,,True
T4429,Task_4429,16,5,54,5,4,384,307,365,IO-bound,T2934,False
T4430,Task_4430,3,1,84,3,4,1721,275,1,data-intensive,T670,False
T4431,Task_4431,16,1,52,5,3,1579,778,41,computation,,False
T4432,Task_4432,21,9,62,4,2,635,437,63,computation,,False
T4433,Task_4433,48,6,92,2,3,1203,862,413,data-intensive,"T3594,T4158",False
T4434,Task_4434,20,4,23,1,1,283,194,431,data-intensive,,True
T4435,Task_4435,20,3,64,2,3,1256,867,176,data-intensive,"T3113,T688",True
T4436,Task_4436,13,5,30,3,3,1466,975,93,data-intensive,T3142,True
T4437,Task_4437,26,9,20,2,2,1094,432,291,IO-bound,T4277,True
T4438,Task_4438,17,3,40,5,4,533,955,444,data-intensive,T955,True
T4439,Task_4439,8,8,30,5,2,1100,682,420,computation,"T1603,T3971",False
T4440,Task_4440,35,2,67,3,1,391,214,405,IO-bound,,True
T4441,Task_4441,21,8,57,3,1,481,882,83,computation,,True
T4442,Task_4442,30,9,58,5,2,1887,128,147,computation,T2132,False
T4443,Task_4443,45,1,76,3,2,1004,105,137,data-intensive,"T2201,T3350",True
T4444,Task_4444,5,1,76,1,3,802,229,231,data-intensive,,True
T4445,Task_4445,47,2,85,1,1,1420,122,356,computation,T1470,True
T4446,Task_4446,45,10,21,1,4,1106,527,491,data-intensive,T3066,False
T4447,Task_4447,48,6,81,1,1,483,282,8,IO-bound,T879,True
T4448,Task_4448,32,1,78,2,1,1496,586,2,computation,"T4115,T1446",False
T4449,Task_4449,43,4,83,5,2,790,750,288,data-intensive,"T1648,T1355",True
T4450,Task_4450,28,10,64,3,4,1824,935,288,data-intensive,"T1486,T1658",True
T4451,Task_4451,24,2,31,3,3,1139,650,18,IO-bound,T3209,True
T4452,Task_4452,48,10,24,2,4,1609,306,391,computation,,False
T4453,Task_4453,34,1,93,3,3,1949,591,494,IO-bound,T1456,False
T4454,Task_4454,22,4,41,1,3,1013,764,333,IO-bound,"T250,T2485",True
T4455,Task_4455,10,1,93,3,3,1859,857,253,IO-bound,T2760,False
T4456,Task_4456,28,5,44,4,1,1473,514,44,IO-bound,T213,False
T4457,Task_4457,6,10,72,5,1,1372,848,1,data-intensive,T2714,False
T4458,Task_4458,0,7,51,3,4,569,449,376,data-intensive,T4393,False
T4459,Task_4459,26,3,91,4,3,315,418,52,data-intensive,T2055,True
T4460,Task_4460,26,8,82,5,1,1848,560,46,IO-bound,"T2802,T1734",False
T4461,Task_4461,27,3,45,2,1,1812,534,185,computation,"T1096,T4228",False
T4462,Task_4462,23,10,41,3,3,584,160,113,IO-bound,,False
T4463,Task_4463,36,10,49,1,1,1900,218,351,IO-bound,T2036,False
T4464,Task_4464,48,6,42,1,4,295,791,234,computation,T2209,False
T4465,Task_4465,16,3,84,3,4,1454,367,443,IO-bound,,False
T4466,Task_4466,37,1,44,2,2,1017,306,470,data-intensive,"T1127,T2179",False
T4467,Task_4467,4,9,54,5,3,2006,437,376,computation,T3156,False
T4468,Task_4468,16,9,47,2,1,1269,368,241,computation,"T2657,T3261",True
T4469,Task_4469,32,8,58,2,1,308,299,189,computation,,False
T4470,Task_4470,2,4,25,5,1,1020,101,141,data-intensive,"T2045,T2536",False
T4471,Task_4471,12,4,92,2,2,460,295,72,data-intensive,,True
T4472,Task_4472,2,4,72,2,4,1745,140,429,computation,T1710,False
T4473,Task_4473,41,5,65,1,4,1094,413,137,computation,,False
T4474,Task_4474,50,2,44,5,3,747,444,262,data-intensive,T3806,True
T4475,Task_4475,25,10,71,5,1,1939,335,311,data-intensive,T3279,False
T4476,Task_4476,11,10,100,1,2,1082,506,429,IO-bound,,False
T4477,Task_4477,3,6,92,4,3,503,926,196,computation,"T4128,T2361",True
T4478,Task_4478,0,9,81,5,1,1126,516,83,computation,"T1606,T1386",False
T4479,Task_4479,7,2,30,5,2,274,843,375,data-intensive,T1787,True
T4480,Task_4480,29,8,39,4,2,1736,311,239,data-intensive,T60,True
T4481,Task_4481,22,2,30,2,1,1224,450,106,IO-bound,"T4079,T1981",False
T4482,Task_4482,5,2,61,1,1,900,319,19,IO-bound,T1991,True
T4483,Task_4483,35,4,87,4,2,575,996,123,IO-bound,,False
T4484,Task_4484,46,8,34,3,2,1093,797,460,computation,,True
T4485,Task_4485,47,6,32,1,1,1157,447,189,IO-bound,"T3590,T417",False
T4486,Task_4486,1,1,81,5,4,797,277,341,data-intensive,"T3577,T3308",False
T4487,Task_4487,7,5,50,3,2,561,343,339,computation,T429,True
T4488,Task_4488,4,2,25,4,2,1080,909,363,IO-bound,,True
T4489,Task_4489,11,2,94,3,3,968,573,433,computation,T1850,False
T4490,Task_4490,46,1,55,4,2,1383,626,53,IO-bound,,False
T4491,Task_4491,37,1,72,2,2,781,517,152,IO-bound,"T1525,T2108",False
T4492,Task_4492,23,4,34,3,4,1777,311,185,IO-bound,T3715,True
T4493,Task_4493,43,3,72,4,3,673,372,358,data-intensive,,True
T4494,Task_4494,3,10,39,5,3,400,254,139,data-intensive,,False
T4495,Task_4495,6,6,75,5,2,1262,501,75,computation,T1824,True
T4496,Task_4496,16,7,61,2,3,541,127,218,computation,"T1882,T3564",True
T4497,Task_4497,22,2,36,3,2,489,133,32,data-intensive,"T2668,T3336",True
T4498,Task_4498,40,3,61,5,3,1559,576,445,data-intensive,"T3704,T9",False
T4499,Task_4499,6,9,61,4,3,1883,474,346,IO-bound,,False
T4500,Task_4500,13,7,52,1,4,896,210,70,data-intensive,,True
T4501,Task_4501,40,3,41,5,4,1645,877,445,IO-bound,T710,True
T4502,Task_4502,13,2,66,2,2,1979,240,368,IO-bound,"T3315,T1384",True
T4503,Task_4503,46,9,43,1,4,844,200,102,IO-bound,,False
T4504,Task_4504,34,5,79,2,1,412,367,473,data-intensive,,False
T4505,Task_4505,40,2,49,3,3,1697,770,499,IO-bound,T1589,False
T4506,Task_4506,38,3,61,5,4,1036,906,319,data-intensive,,False
T4507,Task_4507,13,10,69,2,2,686,160,280,computation,,False
T4508,Task_4508,20,8,40,5,3,1690,451,234,computation,,False
T4509,Task_4509,14,9,34,4,3,463,313,303,IO-bound,"T795,T806",True
T4510,Task_4510,3,4,96,1,2,827,626,112,data-intensive,,True
T4511,Task_4511,12,5,93,3,2,657,473,459,IO-bound,"T4041,T3633",True
T4512,Task_4512,19,8,58,2,4,761,430,290,IO-bound,,False
T4513,Task_4513,22,7,92,1,2,1311,303,500,computation,,False
T4514,Task_4514,13,5,76,4,3,1656,678,12,data-intensive,,False
T4515,Task_4515,7,4,23,4,2,1912,512,210,data-intensive,,True
T4516,Task_4516,6,1,53,1,4,1559,964,256,data-intensive,"T3285,T176",True
T4517,Task_4517,22,10,49,1,3,308,210,378,data-intensive,"T1311,T3879",True
T4518,Task_4518,16,6,81,2,1,1394,941,283,computation,T2042,False
T4519,Task_4519,31,9,28,2,3,1408,520,127,IO-bound,,False
T4520,Task_4520,2,4,54,2,4,707,335,459,data-intensive,T4496,True
T4521,Task_4521,16,7,29,1,3,1579,863,58,IO-bound,"T3028,T2656",True
T4522,Task_4522,28,9,62,3,2,996,769,102,computation,,False
T4523,Task_4523,35,1,41,2,3,931,999,23,IO-bound,T531,True
T4524,Task_4524,4,10,88,2,3,604,290,102,data-intensive,T3668,False
T4525,Task_4525,6,6,81,2,4,1511,350,495,computation,T884,True
T4526,Task_4526,38,1,21,4,4,2012,483,290,data-intensive,"T1262,T1937",True
T4527,Task_4527,44,5,75,3,2,1340,515,142,data-intensive,T441,True
T4528,Task_4528,37,9,91,5,2,1668,477,145,IO-bound,T413,True
T4529,Task_4529,15,10,56,4,4,1090,464,26,computation,T1409,True
T4530,Task_4530,47,2,50,1,2,1186,789,163,data-intensive,"T4177,T448",False
T4531,Task_4531,18,4,59,3,2,1176,699,312,IO-bound,"T3908,T3976",False
T4532,Task_4532,15,3,29,3,1,457,906,177,computation,,True
T4533,Task_4533,40,2,91,4,4,1812,333,277,computation,,False
T4534,Task_4534,21,3,73,2,1,671,265,429,data-intensive,,True
T4535,Task_4535,47,3,91,1,2,924,810,72,IO-bound,,True
T4536,Task_4536,10,5,60,3,1,798,481,131,data-intensive,"T3151,T444",True
T4537,Task_4537,11,9,85,3,2,1868,464,339,IO-bound,"T462,T2733",True
T4538,Task_4538,9,9,47,3,4,560,507,24,computation,,True
T4539,Task_4539,34,4,32,2,1,930,567,408,computation,"T1059,T4145",False
T4540,Task_4540,14,2,92,1,3,1076,746,121,data-intensive,T1469,True
T4541,Task_4541,25,3,50,2,1,1922,179,117,IO-bound,T3712,True
T4542,Task_4542,6,10,60,3,1,1910,294,70,IO-bound,,True
T4543,Task_4543,1,6,65,4,4,2033,810,487,computation,T4373,False
T4544,Task_4544,19,5,97,4,1,1840,957,31,computation,"T4240,T3636",False
T4545,Task_4545,15,8,99,4,4,692,611,405,computation,T3751,False
T4546,Task_4546,5,1,38,2,1,1211,806,51,computation,T1413,True
T4547,Task_4547,27,9,22,3,4,853,923,122,computation,"T3710,T631",False
T4548,Task_4548,10,2,70,3,1,1594,945,99,data-intensive,,True
T4549,Task_4549,43,6,45,3,4,1164,930,166,data-intensive,"T1918,T2285",True
T4550,Task_4550,9,2,71,3,1,1856,866,282,computation,,True
T4551,Task_4551,49,7,70,3,3,1533,511,172,IO-bound,,False
T4552,Task_4552,40,1,40,1,4,1659,957,221,computation,"T3352,T3079",False
T4553,Task_4553,3,5,67,3,3,464,366,127,IO-bound,,False
T4554,Task_4554,9,6,61,5,3,1112,318,359,computation,,False
T4555,Task_4555,6,9,69,4,4,1691,975,434,IO-bound,T4110,False
T4556,Task_4556,7,8,36,2,3,1638,294,286,data-intensive,"T758,T1250",True
T4557,Task_4557,22,9,44,5,4,407,858,232,computation,,True
T4558,Task_4558,3,3,81,1,2,443,199,316,computation,,True
T4559,Task_4559,34,5,50,3,2,728,271,48,data-intensive,"T3254,T3850",False
T4560,Task_4560,29,4,22,5,4,1282,138,462,computation,T4080,True
T4561,Task_4561,9,10,41,3,3,1262,307,279,IO-bound,,False
T4562,Task_4562,34,9,89,1,1,868,530,385,IO-bound,T3841,False
T4563,Task_4563,34,10,28,2,3,787,537,5,computation,"T3974,T461",False
T4564,Task_4564,9,1,87,4,2,1814,340,421,IO-bound,,True
T4565,Task_4565,17,4,98,4,4,1829,626,209,IO-bound,T2354,False
T4566,Task_4566,30,10,33,5,2,771,955,70,computation,T3998,True
T4567,Task_4567,19,8,75,1,4,1497,859,1,computation,T83,False
T4568,Task_4568,7,6,57,1,4,1815,932,460,computation,T3553,True
T4569,Task_4569,36,3,90,3,4,1994,467,194,IO-bound,"T2605,T2758",True
T4570,Task_4570,5,3,72,2,4,344,372,93,data-intensive,,False
T4571,Task_4571,13,1,100,4,2,995,816,376,IO-bound,"T3212,T1613",True
T4572,Task_4572,31,4,79,3,2,895,443,1,IO-bound,T2957,True
T4573,Task_4573,37,7,55,5,1,1244,792,121,IO-bound,T3995,False
T4574,Task_4574,36,10,81,1,1,760,513,364,computation,,True
T4575,Task_4575,49,4,70,5,3,267,117,480,IO-bound,T4288,True
T4576,Task_4576,47,3,83,4,1,1568,186,473,IO-bound,"T2656,T3150",False
T4577,Task_4577,27,4,31,2,2,559,314,16,computation,T1461,True
T4578,Task_4578,17,7,65,2,2,1770,146,17,IO-bound,T3671,True
T4579,Task_4579,6,5,50,1,2,1420,627,219,data-intensive,,True
T4580,Task_4580,18,2,74,2,1,1446,567,221,computation,"T2485,T3929",True
T4581,Task_4581,16,1,28,5,2,1653,849,320,computation,,True
T4582,Task_4582,40,5,50,5,3,726,421,237,IO-bound,T2242,False
T4583,Task_4583,39,10,61,2,3,887,828,150,computation,T316,True
T4584,Task_4584,41,1,54,4,4,1092,684,55,data-intensive,T2791,False
T4585,Task_4585,42,8,78,5,4,1394,134,321,IO-bound,,True
T4586,Task_4586,42,7,39,2,1,966,610,494,computation,T4337,False
T4587,Task_4587,23,1,41,3,3,1698,499,223,computation,,False
T4588,Task_4588,43,6,93,2,1,672,122,55,data-intensive,,True
T4589,Task_4589,30,3,97,1,3,516,463,304,IO-bound,"T3700,T2547",False
T4590,Task_4590,42,3,63,3,1,568,526,394,data-intensive,,False
T4591,Task_4591,0,7,57,2,4,931,402,285,IO-bound,,False
T4592,Task_4592,17,1,35,4,4,1830,484,481,data-intensive,,False
T4593,Task_4593,30,8,29,4,1,1298,843,326,IO-bound,"T3521,T2890",True
T4594,Task_4594,18,9,64,2,3,1024,486,13,computation,"T2886,T206",True
T4595,Task_4595,44,8,31,2,3,610,236,84,computation,T2219,False
T4596,Task_4596,5,3,91,4,1,820,964,285,IO-bound,T1136,False
T4597,Task_4597,3,8,62,1,4,1819,938,488,computation,,False
T4598,Task_4598,22,9,100,3,1,1268,485,360,IO-bound,,True
T4599,Task_4599,48,3,32,2,1,1341,812,221,data-intensive,T1255,False
T4600,Task_4600,0,4,96,1,4,633,881,494,computation,T4287,False
T4601,Task_4601,32,10,97,4,1,563,342,264,IO-bound,"T2182,T2003",True
T4602,Task_4602,5,6,31,1,4,1520,825,400,computation,"T3887,T2065",False
T4603,Task_4603,14,5,85,1,1,706,940,263,IO-bound,"T4387,T154",False
T4604,Task_4604,44,5,73,4,3,322,932,208,data-intensive,,True
T4605,Task_4605,38,8,76,3,3,1689,596,149,computation,T2121,False
T4606,Task_4606,15,9,29,1,2,289,196,492,computation,T2844,True
T4607,Task_4607,31,2,88,1,3,547,532,386,computation,"T3651,T1661",True
T4608,Task_4608,35,2,85,1,1,1670,389,163,IO-bound,T2275,False
T4609,Task_4609,22,1,41,3,3,689,478,71,IO-bound,T2174,True
T4610,Task_4610,12,5,62,2,3,516,554,361,computation,,True
T4611,Task_4611,40,10,20,3,2,1854,730,492,data-intensive,"T2943,T3599",False
T4612,Task_4612,48,1,56,1,2,1930,947,276,data-intensive,,True
T4613,Task_4613,22,6,69,2,4,1905,157,16,data-intensive,T2463,False
T4614,Task_4614,9,2,75,4,1,1251,435,41,computation,,False
T4615,Task_4615,15,5,25,2,4,1667,444,37,data-intensive,,True
T4616,Task_4616,13,2,55,1,2,824,825,46,data-intensive,,False
T4617,Task_4617,36,5,36,5,2,590,199,260,data-intensive,,False
T4618,Task_4618,7,8,64,1,2,1947,271,105,data-intensive,T997,True
T4619,Task_4619,40,7,88,3,3,1270,401,233,data-intensive,"T2898,T3284",True
T4620,Task_4620,37,3,22,2,4,854,946,190,computation,"T1876,T4158",False
T4621,Task_4621,9,7,38,2,2,1696,384,51,IO-bound,"T889,T2099",True
T4622,Task_4622,46,8,55,2,4,1881,681,190,data-intensive,"T535,T956",False
T4623,Task_4623,13,2,74,5,3,1643,695,332,computation,T2536,False
T4624,Task_4624,12,5,72,4,1,1868,217,405,IO-bound,"T236,T1217",True
T4625,Task_4625,28,7,27,4,1,1362,728,87,IO-bound,"T3027,T1465",False
T4626,Task_4626,14,9,21,3,4,1710,978,75,IO-bound,"T2867,T3234",True
T4627,Task_4627,2,7,94,5,4,1689,654,488,IO-bound,,False
T4628,Task_4628,48,8,33,2,2,1605,749,429,computation,"T2939,T2113",True
T4629,Task_4629,26,3,81,3,4,953,307,88,data-intensive,T4116,True
T4630,Task_4630,32,9,70,5,2,1714,964,473,data-intensive,"T322,T20",True
T4631,Task_4631,3,2,25,3,2,1178,183,51,data-intensive,T142,True
T4632,Task_4632,50,2,95,2,1,1803,662,426,data-intensive,,True
T4633,Task_4633,13,10,82,3,3,1094,619,55,IO-bound,,False
T4634,Task_4634,5,9,87,4,1,705,339,54,data-intensive,T1781,False
T4635,Task_4635,50,10,69,3,3,796,878,378,IO-bound,,False
T4636,Task_4636,24,4,67,1,4,872,664,12,computation,T4268,True
T4637,Task_4637,12,1,85,5,4,481,377,300,data-intensive,,True
T4638,Task_4638,44,7,44,3,1,1965,856,334,IO-bound,"T1811,T2876",False
T4639,Task_4639,11,7,58,4,1,1485,852,45,IO-bound,T2370,True
T4640,Task_4640,0,1,79,3,4,673,144,261,data-intensive,"T728,T4060",True
T4641,Task_4641,39,4,56,2,3,1705,834,67,IO-bound,"T3686,T4154",False
T4642,Task_4642,41,2,89,5,1,276,367,143,IO-bound,,False
T4643,Task_4643,27,9,36,1,1,1153,479,348,IO-bound,"T185,T3561",False
T4644,Task_4644,46,10,76,2,1,283,915,358,computation,,True
T4645,Task_4645,42,7,22,1,4,821,387,104,data-intensive,T1396,True
T4646,Task_4646,28,8,61,3,1,423,876,499,IO-bound,"T1911,T2188",False
T4647,Task_4647,29,7,61,1,4,1637,165,277,computation,T4071,False
T4648,Task_4648,43,6,99,4,3,734,489,225,computation,"T4558,T2317",False
T4649,Task_4649,16,1,82,4,2,727,529,477,data-intensive,T1367,True
T4650,Task_4650,1,2,63,4,2,1833,879,70,IO-bound,,True
T4651,Task_4651,34,1,91,4,2,1179,957,296,IO-bound,"T3941,T3311",True
T4652,Task_4652,41,7,54,2,4,1640,542,124,IO-bound,"T2317,T2886",True
T4653,Task_4653,22,5,61,4,2,911,409,287,IO-bound,"T3780,T3619",True
T4654,Task_4654,9,10,68,4,4,1253,588,123,computation,,False
T4655,Task_4655,20,4,96,2,3,1067,598,426,data-intensive,T4433,False
T4656,Task_4656,42,10,40,4,2,1185,711,69,IO-bound,,False
T4657,Task_4657,46,5,41,2,4,680,874,164,computation,,False
T4658,Task_4658,14,9,27,5,3,814,495,125,data-intensive,T3229,True
T4659,Task_4659,40,10,28,5,2,1180,410,92,IO-bound,"T2832,T572",False
T4660,Task_4660,40,9,43,2,2,697,988,238,computation,,True
T4661,Task_4661,18,9,47,5,4,400,357,23,IO-bound,"T4145,T1054",False
T4662,Task_4662,36,3,79,1,1,1108,925,53,computation,"T1418,T4035",False
T4663,Task_4663,45,7,77,3,4,1403,941,129,computation,T567,True
T4664,Task_4664,30,5,29,3,4,875,470,101,data-intensive,"T2699,T535",False
T4665,Task_4665,11,5,97,2,2,870,346,15,IO-bound,,False
T4666,Task_4666,42,4,82,5,3,653,466,226,computation,"T996,T2460",False
T4667,Task_4667,14,6,56,3,3,1966,543,390,data-intensive,T683,False
T4668,Task_4668,15,1,35,3,3,370,967,184,data-intensive,T1539,False
T4669,Task_4669,46,4,100,5,3,1769,837,356,IO-bound,"T1903,T2355",True
T4670,Task_4670,50,7,46,2,3,1030,211,306,data-intensive,,True
T4671,Task_4671,22,5,62,2,4,1221,437,454,IO-bound,,False
T4672,Task_4672,40,8,51,5,1,1820,807,383,computation,,True
T4673,Task_4673,19,9,99,4,1,769,940,447,IO-bound,"T3009,T3852",True
T4674,Task_4674,36,3,88,4,1,1518,675,39,data-intensive,"T3503,T4355",True
T4675,Task_4675,33,9,70,2,1,285,928,204,computation,T556,False
T4676,Task_4676,4,7,83,4,3,1567,645,233,computation,"T3012,T2986",False
T4677,Task_4677,6,6,76,2,1,1069,525,22,computation,"T3477,T2687",False
T4678,Task_4678,2,8,83,3,3,363,164,220,IO-bound,"T2644,T3730",False
T4679,Task_4679,11,10,99,5,2,1950,1000,347,computation,,True
T4680,Task_4680,48,1,51,4,1,1882,252,124,computation,"T34,T3518",True
T4681,Task_4681,38,9,59,3,4,773,133,370,IO-bound,,True
T4682,Task_4682,24,9,62,3,4,832,375,22,computation,"T4662,T332",True
T4683,Task_4683,26,2,81,5,1,1218,509,256,computation,,True
T4684,Task_4684,27,4,22,1,3,527,185,313,data-intensive,"T1358,T2986",False
T4685,Task_4685,31,2,22,4,4,1960,983,168,data-intensive,"T1116,T2824",True
T4686,Task_4686,42,4,70,5,4,1742,426,110,computation,,False
T4687,Task_4687,27,8,83,1,1,1816,697,458,IO-bound,T1778,True
T4688,Task_4688,28,6,85,1,4,1291,985,105,IO-bound,T1207,False
T4689,Task_4689,39,1,52,3,2,1987,995,312,IO-bound,"T3585,T4550",False
T4690,Task_4690,9,3,31,3,1,1238,198,179,IO-bound,T865,True
T4691,Task_4691,48,2,68,2,4,899,634,155,IO-bound,T1740,True
T4692,Task_4692,9,9,66,1,4,1370,987,269,data-intensive,"T4643,T4377",True
T4693,Task_4693,41,4,94,2,4,1895,787,259,data-intensive,"T2577,T4115",False
T4694,Task_4694,41,2,64,5,2,1675,417,101,IO-bound,T3117,False
T4695,Task_4695,31,1,66,5,1,1056,161,340,computation,"T2944,T140",True
T4696,Task_4696,14,9,57,4,1,386,335,418,data-intensive,T1555,False
T4697,Task_4697,21,7,84,1,2,1404,754,482,computation,"T1626,T4065",False
T4698,Task_4698,43,7,27,4,4,305,580,160,computation,"T775,T2600",False
T4699,Task_4699,17,9,75,3,1,737,307,151,computation,T3912,False
T4700,Task_4700,9,2,50,2,2,1046,628,175,computation,T1809,False
T4701,Task_4701,37,1,81,5,4,270,447,92,IO-bound,,False
T4702,Task_4702,35,7,61,4,1,2047,821,439,computation,,True
T4703,Task_4703,6,10,32,1,1,748,716,66,IO-bound,T4669,True
T4704,Task_4704,13,6,29,5,3,313,254,348,IO-bound,,True
T4705,Task_4705,29,4,96,5,2,1661,460,205,data-intensive,"T473,T4393",False
T4706,Task_4706,42,9,68,5,1,590,474,75,data-intensive,,True
T4707,Task_4707,29,9,39,3,2,861,257,395,data-intensive,"T3422,T2884",False
T4708,Task_4708,12,3,80,2,1,1920,312,487,IO-bound,T772,True
T4709,Task_4709,10,7,29,4,1,964,514,448,data-intensive,T2114,False
T4710,Task_4710,39,6,52,1,4,1270,278,287,data-intensive,T3028,False
T4711,Task_4711,9,4,81,5,1,1365,715,451,IO-bound,,False
T4712,Task_4712,35,6,72,4,3,1345,854,32,computation,,False
T4713,Task_4713,35,2,62,2,3,1300,616,270,data-intensive,T792,False
T4714,Task_4714,22,2,97,4,4,491,135,394,computation,"T1320,T2902",False
T4715,Task_4715,4,10,39,2,2,473,404,442,computation,,True
T4716,Task_4716,18,7,95,5,2,282,913,133,data-intensive,T4447,False
T4717,Task_4717,28,4,43,1,3,1331,606,125,IO-bound,,False
T4718,Task_4718,42,10,62,3,2,1927,248,352,IO-bound,,True
T4719,Task_4719,38,1,72,5,4,1672,443,56,computation,T402,False
T4720,Task_4720,35,5,82,1,2,588,112,67,data-intensive,,True
T4721,Task_4721,23,5,50,2,4,334,922,36,computation,"T761,T3692",True
T4722,Task_4722,13,10,51,2,1,318,296,421,computation,T101,True
T4723,Task_4723,2,6,26,5,3,839,929,144,IO-bound,T4004,False
T4724,Task_4724,34,2,95,5,2,1075,870,287,data-intensive,,True
T4725,Task_4725,31,8,51,3,4,1960,459,273,computation,T30,True
T4726,Task_4726,9,1,74,2,1,344,854,468,IO-bound,"T3627,T190",True
T4727,Task_4727,45,7,45,3,2,827,914,105,IO-bound,,True
T4728,Task_4728,30,10,81,1,3,1997,876,231,IO-bound,"T80,T704",True
T4729,Task_4729,50,6,48,4,2,1102,652,331,IO-bound,,False
T4730,Task_4730,20,3,83,5,3,554,710,140,data-intensive,"T1435,T1882",True
T4731,Task_4731,17,5,86,5,2,1614,330,235,data-intensive,"T268,T1276",False
T4732,Task_4732,42,4,45,5,2,783,287,255,IO-bound,"T2871,T3727",True
T4733,Task_4733,7,9,72,1,3,881,316,73,IO-bound,,False
T4734,Task_4734,41,7,91,1,2,898,724,142,data-intensive,T400,False
T4735,Task_4735,18,3,74,5,3,1883,888,475,computation,"T1631,T4045",False
T4736,Task_4736,36,1,22,2,4,557,379,185,computation,,False
T4737,Task_4737,37,7,81,5,3,861,452,74,data-intensive,T1919,True
T4738,Task_4738,27,8,38,3,2,273,294,224,IO-bound,"T1794,T427",False
T4739,Task_4739,18,8,100,5,4,1305,877,327,computation,T2516,False
